"City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal","latitude","longitude","n"
"Athens",2004,"Baseball","Baseball","baseball","BORROTO JIMENEZ, Luis","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","VEGA TAMAYO, Manuel Alberto","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","ENRIQUEZ TAMAYO, Michel","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","MARTINEZ MARTINEZ, Jonder","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","VERA, Norge Luis","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","PARET, Eduardo","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","RAMIREZ RODRIGUEZ, Alexei","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","SANCHEZ, Eriel","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","CEPEDA CRUZ, Frederich","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","ODELIN SANAME, Vicyohandri","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Baseball","Baseball","baseball","URGELLES, Yoandry","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Basketball","Basketball","basketball","FERNANDEZ, Gabriel Diego","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","TAURASI, Diana","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","NOCIONI, Andres Marcelo","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","DELFINO, Carlos Francisco","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","GINOBILI, Emanuel David","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","SANCHEZ, Juan Ignacio","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","SMITH, Katie","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","WOLKOWYSKI, Ruben","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","JOHNSON, Shannon","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","GRIFFITH, Yolanda","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","RILEY, Ruth","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","THOMPSON, Tina","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","HERRMANN, Walter","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","LESLIE, Lisa","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","MONTECCHIA, Alejandro Ariel","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","SWOOPES, Sheryl","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","SCONOCHINI, Hugo Ariel","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","OBERTO, Fabricio","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","CATCHINGS, Tamika","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","GUTIERREZ, Leonardo Martin","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","BIRD, Suzanne","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","SCOLA, Luis Alberto","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Basketball","Basketball","basketball","STALEY, Dawn","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Basketball","Basketball","basketball","CASH, Swintayla","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Boxing","Boxing","54 - 57kg (featherweight)","TISHCHENKO, Alexey","Men","RUS","Russia","M","Gold",61.52401,105.318756,335
"Athens",2004,"Boxing","Boxing","+ 91kg (super heavyweight)","POVETKIN, Alexander","Men","RUS","Russia","M","Gold",61.52401,105.318756,335
"Athens",2004,"Boxing","Boxing","69 - 75 kg","GAYDARBEKOV, Gaydarbek","Men","RUS","Russia","M","Gold",61.52401,105.318756,335
"Athens",2004,"Boxing","Boxing","60 - 64 kg","BOONJUMNONG, Manus","Men","THA","Thailand","M","Gold",15.870032,100.992541,12
"Athens",2004,"Boxing","Boxing","57 - 60kg (lightweight)","KINDELAN MESA, Mario Cesar","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Boxing","Boxing","64 - 69 kg","ARTAYEV, Bakhtiyar","Men","KAZ","Kazakhstan","M","Gold",48.019573,66.923684,21
"Athens",2004,"Boxing","Boxing","51 - 54kg (bantamweight)","RIGONDEAUX ORTIZ, Guillermo","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Boxing","Boxing","48 - 51kg (flyweight)","GAMBOA TOLEDANO, Yuriorkis","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Boxing","Boxing","48kg (light flywieght)","BHARTELEMY VARELA, Yan","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Boxing","Boxing","81 - 91kg (heavyweight)","SOLIS FONTE, Odlanier","Men","CUB","Cuba","M","Gold",21.521757,-77.781167,108
"Athens",2004,"Boxing","Boxing","75 - 81kg (light-heavyweight)","WARD, Andre","Men","USA","United States","M","Gold",37.09024,-95.712891,579
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-1 500m (kayak single)","VAN KOEVERDEN, Adam","Men","CAN","Canada","M","Gold",56.130366,-106.346771,51
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-1 500m (kayak single)","JANIC, Natasa","Women","HUN","Hungary","W","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 500m (kayak four)","LEONHARDT, Carolin","Women","GER","Germany","W","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 1000m (kayak four)","HORVATH, Gabor","Men","HUN","Hungary","M","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 500m (kayak double)","RAUHE, Ronald","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 1000m (kayak double)","OSCARSSON, Markus","Men","SWE","Sweden","M","Gold",60.128161,18.643501,19
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-1 1000m (kayak single)","LARSEN, Eirik Veraas","Men","NOR","Norway","M","Gold",60.472024,8.468946,29
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-2 1000m (canoe double)","WYLENZEK, Tomasz","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 500m (kayak double)","JANIC, Natasa","Women","HUN","Hungary","W","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 500m (kayak double)","WIESKOETTER, Tim","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 1000m (kayak four)","STORCZ, Botond","Men","HUN","Hungary","M","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-2 500m (canoe double)","MENG, Guanliang","Men","CHN","China","M","Gold",35.86166,104.195397,278
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-1 500m (canoe single)","DITTMER, Andreas","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 1000m (kayak double)","NILSSON, Henrik","Men","SWE","Sweden","M","Gold",60.128161,18.643501,19
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-2 500m (kayak double)","KOVACS, Katalin","Women","HUN","Hungary","W","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 1000m (kayak four)","VERECKEI, Akos","Men","HUN","Hungary","M","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-2 500m (canoe double)","YANG, Wenjun","Men","CHN","China","M","Gold",35.86166,104.195397,278
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 1000m (kayak four)","KAMMERER, Zoltan","Men","HUN","Hungary","M","Gold",47.162494,19.503304,67
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-1 1000m (canoe single)","CAL, David","Men","ESP","Spain","M","Gold",40.463667,-3.74922,98
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","C-2 1000m (canoe double)","GILLE, Christian","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 500m (kayak four)","FISCHER, Birgit","Women","GER","Germany","W","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 500m (kayak four)","NOLLEN, Maike","Women","GER","Germany","W","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","K-4 500m (kayak four)","WAGNER-AUGUSTIN, Katrin","Women","GER","Germany","W","Gold",51.165691,10.451526,250
"Athens",2004,"Canoe / Kayak","Canoe / Kayak S","C-1 (canoe single)","ESTANGUET, Tony","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Canoe / Kayak","Canoe / Kayak S","K-1 (kayak single)","PESCHIER, Benoit","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Canoe / Kayak","Canoe / Kayak S","K-1 (kayak single)","KALISKA, Elena","Women","SVK","Slovakia","W","Gold",48.669026,19.699024,20
"Athens",2004,"Canoe / Kayak","Canoe / Kayak S","C-2 (canoe double)","HOCHSCHORNER, Pavol","Men","SVK","Slovakia","M","Gold",48.669026,19.699024,20
"Athens",2004,"Canoe / Kayak","Canoe / Kayak S","C-2 (canoe double)","HOCHSCHORNER, Peter","Men","SVK","Slovakia","M","Gold",48.669026,19.699024,20
"Athens",2004,"Cycling","Cycling Road","individual road race","BETTINI, Paolo","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Cycling","Cycling Road","individual time trial","HAMILTON, Tyler","Men","USA","United States","M","Gold",37.09024,-95.712891,579
"Athens",2004,"Cycling","Cycling Road","individual road race","CARRIGAN, Sara","Women","AUS","Australia","W","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Road","individual time trial","ZIJLAARD-VAN MOORSEL, Leontien","Women","NED","Netherlands","W","Gold",52.132633,5.291266,138
"Athens",2004,"Cycling","Cycling Track","sprint","MUENZER, Lori-Ann","Women","CAN","Canada","W","Gold",56.130366,-106.346771,51
"Athens",2004,"Cycling","Cycling Track","Points Race","IGNATYEV, Mikhail","Men","RUS","Russia","M","Gold",61.52401,105.318756,335
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","ROBERTS, Luke","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","MCGEE, Bradley","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","BROWN, Graeme","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","LANCASTER, Brett","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","WOOLDRIDGE, Stephen","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","500m time trial","MEARES, Anna","Women","AUS","Australia","W","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","1km time trial","HOY, Chris","Men","GBR","United Kingdom","M","Gold",55.378051,-3.435973,134
"Athens",2004,"Cycling","Cycling Track","Madison","BROWN, Graeme","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Sprint","WOLFF, Rene","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Cycling","Cycling Track","individual pursuit","ULMER, Sarah","Women","NZL","New Zealand","W","Gold",-40.900557,174.885971,20
"Athens",2004,"Cycling","Cycling Track","Individual Pursuit","WIGGINS, Bradley","Men","GBR","United Kingdom","M","Gold",55.378051,-3.435973,134
"Athens",2004,"Cycling","Cycling Track","Team Sprint","NIMKE, Stefan","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Cycling","Cycling Track","Team Sprint","FIEDLER, Jens","Men","GER","Germany","M","Gold",51.165691,10.451526,250
"Athens",2004,"Cycling","Cycling Track","Madison","O'GRADY, Stuart","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Sprint indivual","BAYLEY, Ryan","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","DAWSON, Peter","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Cycling Track","points race","SLYUSAREVA, Olga","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Cycling","Cycling Track","Keirin","BAYLEY, Ryan","Men","AUS","Australia","M","Gold",-25.274398,133.775136,306
"Athens",2004,"Cycling","Mountain Bike","cross-country","DAHLE, Gunn-Rita","Women","NOR","Norway","W","Gold",60.472024,8.468946,29
"Athens",2004,"Cycling","Mountain Bike","cross-country","ABSALON, Julien","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Dressage","team","KEMMER, Heike","Women","GER","Germany","X","Gold",51.165691,10.451526,250
"Athens",2004,"Equestrian","Dressage","team","SALZGEBER, Ulla","Women","GER","Germany","X","Gold",51.165691,10.451526,250
"Athens",2004,"Equestrian","Dressage","team","SCHMIDT, Hubertus","Men","GER","Germany","X","Gold",51.165691,10.451526,250
"Athens",2004,"Equestrian","Dressage","individual","VAN GRUNSVEN, Anky","Women","NED","Netherlands","X","Gold",52.132633,5.291266,138
"Athens",2004,"Equestrian","Dressage","team","SCHAUDT, Martin","Men","GER","Germany","X","Gold",51.165691,10.451526,250
"Athens",2004,"Equestrian","Eventing","individual","LAW, Leslie","Men","GBR","United Kingdom","X","Gold",55.378051,-3.435973,134
"Athens",2004,"Equestrian","Eventing","team","TOUZAINT, Nicolas","Men","FRA","France","X","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Eventing","team","TEULERE, Jean","Men","FRA","France","X","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Eventing","team","BOITEAU, Arnaud","Men","FRA","France","X","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Eventing","team","LYARD, Cedric","Men","FRA","France","X","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Eventing","team","COURREGES, Didier","Men","FRA","France","X","Gold",46.227638,2.213749,129
"Athens",2004,"Equestrian","Jumping","team","KAPPLER, Chris","Men","USA","United States","X","Gold",37.09024,-95.712891,579
"Athens",2004,"Equestrian","Jumping","team","MADDEN, Beezie","Women","USA","United States","X","Gold",37.09024,-95.712891,579
"Athens",2004,"Equestrian","Jumping","team","WARD, Mclain","Men","USA","United States","X","Gold",37.09024,-95.712891,579
"Athens",2004,"Equestrian","Jumping","individual","PESSOA, Rodrigo","Men","BRA","Brazil","X","Gold",-14.235004,-51.92528,115
"Athens",2004,"Equestrian","Jumping","team","WYLDE, Peter","Men","USA","United States","X","Gold",37.09024,-95.712891,579
"Athens",2004,"Fencing","Fencing","épée team","OBRY, Hughes","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","foil team","SANZO, Salvatore","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Fencing","Fencing","épée team","LOGOUNOVA, Tatiana","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Fencing","Fencing","épée team","ERMAKOVA, Oxana","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Fencing","Fencing","épée team","BOISSE, Eric","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","sabre individual","MONTANO, Aldo","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Fencing","Fencing","sabre team","PILLET, Julien","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","foil team","VANNI, Simone","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Fencing","Fencing","sabre individual","ZAGUNIS, Mariel","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Fencing","Fencing","foil individual","VEZZALI, Valentina","Women","ITA","Italy","W","Gold",41.87194,12.56738,144
"Athens",2004,"Fencing","Fencing","épée team","AZNAVOURIAN, Karina","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Fencing","Fencing","épée team","SIVKOVA, Anna","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Fencing","Fencing","épée team","JEANNET, Jerome","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","foil team","CASSARA, Andrea","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Fencing","Fencing","épée team","JEANNET, Fabrice","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","épée individual","FISCHER, Marcel","Men","SUI","Switzerland","M","Gold",46.818188,8.227512,18
"Athens",2004,"Fencing","Fencing","sabre team","TOUYA, Damien","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","sabre team","TOUYA, Gael","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Fencing","Fencing","épée individual","NAGY, Timea","Women","HUN","Hungary","W","Gold",47.162494,19.503304,67
"Athens",2004,"Fencing","Fencing","foil individual","GUYART, Brice","Men","FRA","France","M","Gold",46.227638,2.213749,129
"Athens",2004,"Football","Football","football","FAWCETT, Joy","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","SAVIOLA, Javier","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","GONZALEZ, Luis","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","RODRIGUEZ, Clemente Juan","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","BURDISSO, Nicolas","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","TEVEZ, Carlos","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","AYALA, Roberto","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","MASCHERANO, Javier","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","WAMBACH, Abby","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","BOXX, Shannon","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","DELGADO, Cesar","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","WAGNER, Aly","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","TARPLEY, Lindsay","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","LUX, German","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","PARLOW, Cindy","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","MEDINA, Nicolas","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","GONZALEZ, Cristian","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","SCURRY, Briana","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","HAMM, Mia","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","REDDICK, Cat","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","MITTS, Heather","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","HEINZE, Gabriel","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","COLOCCINI, Fabricio","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","CHASTAIN, Brandi","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","RAMPONE, Christie","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","MARKGRAF, Kate","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","O REILLY, Heather","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","LILLY, Kristine","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Football","Football","football","D ALESSANDRO, Andres","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672,98
"Athens",2004,"Football","Football","football","HUCLES, Angela","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Gymnastics","Artistic G.","team competition","SOFRONIE, Nicoleta Daniela","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","rings","TAMPAKOS, Dimosthenis","Men","GRE","Greece","M","Gold",39.074208,21.824312,38
"Athens",2004,"Gymnastics","Artistic G.","team competition","NAKANO, Daisuke","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","horizontal bar","CASSINA, Igor","Men","ITA","Italy","M","Gold",41.87194,12.56738,144
"Athens",2004,"Gymnastics","Artistic G.","floor exercises","PONOR, Catalina","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","team competition","MIZUTORI, Hisashi","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","team competition","ROSU, Monica","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","balance beam","PONOR, Catalina","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","pommel horse","TENG, Haibin","Men","CHN","China","M","Gold",35.86166,104.195397,278
"Athens",2004,"Gymnastics","Artistic G.","vault","DEFERR, Gervasio","Men","ESP","Spain","M","Gold",40.463667,-3.74922,98
"Athens",2004,"Gymnastics","Artistic G.","team competition","STROESCU, Silvia","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","individual all-round","HAMM, Paul","Men","USA","United States","M","Gold",37.09024,-95.712891,579
"Athens",2004,"Gymnastics","Artistic G.","team competition","PONOR, Catalina","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","team competition","YONEDA, Isao","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","uneven bars","LEPENNEC, Emilie","Women","FRA","France","W","Gold",46.227638,2.213749,129
"Athens",2004,"Gymnastics","Artistic G.","individual all-round","PATTERSON, Carly","Women","USA","United States","W","Gold",37.09024,-95.712891,579
"Athens",2004,"Gymnastics","Artistic G.","team competition","BAN, Oana","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","team competition","TOMITA, Hiroyuki","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","floor exercises","SHEWFELT, Kyle","Men","CAN","Canada","M","Gold",56.130366,-106.346771,51
"Athens",2004,"Gymnastics","Artistic G.","team competition","KASHIMA, Takehiro","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","team competition","TSUKAHARA, Naoya","Men","JPN","Japan","M","Gold",36.204824,138.252924,145
"Athens",2004,"Gymnastics","Artistic G.","team competition","EREMIA, Alexandra Georgiana","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Artistic G.","parallel bars","GONCHAROV, Valeri","Men","UKR","Ukraine","M","Gold",48.379433,31.16558,79
"Athens",2004,"Gymnastics","Artistic G.","vault","ROSU, Monica","Women","ROU","Romania","W","Gold",45.943161,24.96676,61
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","MURZINA, Elena","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","BELUGUINA, Olesia","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","POSEVINA, Elena","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","individual all-round","KABAEVA, Alina","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","LAVROVA, Natalia","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","GLATSKIKH, Olga","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Rhythmic G.","group competition","KURBAKOVA, Tatiana","Women","RUS","Russia","W","Gold",61.52401,105.318756,335
"Athens",2004,"Gymnastics","Trampoline","individual","DOGONADZE, Anna","Women","GER","Germany","W","Gold",51.165691,10.451526,250
"Athens",2004,"Gymnastics","Trampoline","individual","NIKITIN, Yuri","Men","UKR","Ukraine","M","Gold",48.379433,31.16558,79
"Athens",2004,"Handball","Handball","handball","NOERGAARD, Louise Bager","Women","DEN","Denmark","W","Gold",56.26392,9.501785,47
"Athens",2004,"Handball","Handball","handball","TOURAY, Josephine","Women","DEN","Denmark","W","Gold",56.26392,9.501785,47
"Athens",2004,"Handball","Handball","handball","KALEB, Niksa","Men","CRO","Croatia","M","Gold",45.1,15.2,25
"Athens",2004,"Handball","Handball","handball","SKOV, Rikke","Women","DEN","Denmark","W","Gold",56.26392,9.501785,47
