"City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal","latitude","longitude"
"Beijing",2008,"Aquatics","Swimming","100m freestyle","TRICKETT, Lisbeth","Women","AUS","Australia","W","Silver",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","JOYCE, Kara Lynn","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","TRICKETT, Lisbeth","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","RICKARD, Brenton","Men","AUS","Australia","M","Silver",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","200m individual medley","COUGHLIN, Natalie","Women","USA","United States","W","Bronze",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","MACKENZIE, Linda","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","200m butterfly","SCHIPPER, Jessicah","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","100m freestyle","COUGHLIN, Natalie","Women","USA","United States","W","Bronze",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","GREVERS, Matt","Men","USA","United States","M","Gold",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","200m breaststroke","KITAJIMA, Kosuke","Men","JPN","Japan","M","Gold",36.204824,138.252924
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","SUKHORUKOV, Alexander","Men","RUS","Russia","M","Silver",61.52401,105.318756
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","NYMEYER, Lacey","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","200m individual medley","PHELPS, Michael","Men","USA","United States","M","Gold",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","REESE, Shayne","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","100m backstroke","HOELZER, Margaret","Women","USA","United States","W","Bronze",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","VELDHUIS, Marleen","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Swimming","100m breaststroke","JUKIC, Mirna","Women","AUT","Austria","W","Bronze",47.516231,14.550072
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","JONES, Leisel","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","MAGNUSON, Christine","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","PALMER, Kirk","Men","AUS","Australia","M","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","STOECKEL, Hayden","Men","AUS","Australia","M","Silver",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","200m butterfly","MATSUDA, Takeshi","Men","JPN","Japan","M","Bronze",36.204824,138.252924
"Beijing",2008,"Aquatics","Swimming","100m freestyle","CIELO FILHO, Cesar","Men","BRA","Brazil","M","Bronze",-14.235004,-51.92528
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","HACKETT, Grant","Men","AUS","Australia","M","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","SCHLANGER, Melanie","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","200m freestyle","PELLEGRINI, Federica","Women","ITA","Italy","W","Gold",41.87194,12.56738
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","MURPHY, Patrick","Men","AUS","Australia","M","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","50m freestyle","CAMPBELL, Cate","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","MILLS, Alice","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","200m breaststroke","DUBOSCQ, Hugues","Men","FRA","France","M","Bronze",46.227638,2.213749
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","RICE, Stephanie","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","BREEDEN, Elaine","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","DAVENPORT, Lara","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","100m freestyle","STEFFEN, Britta","Women","GER","Germany","W","Gold",51.165691,10.451526
"Beijing",2008,"Aquatics","Swimming","marathon 10km","PATTEN, Cassandra","Women","GBR","United Kingdom","W","Bronze",55.378051,-3.435973
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","POLISHCHUK, Mikhail","Men","RUS","Russia","M","Silver",61.52401,105.318756
"Beijing",2008,"Aquatics","Swimming","100m butterfly","LAUTERSTEIN, Andrew","Men","AUS","Australia","M","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Swimming","100m breaststroke","DUBOSCQ, Hugues","Men","FRA","France","M","Bronze",46.227638,2.213749
"Beijing",2008,"Aquatics","Swimming","4x100m medley relay","SATO, Hisayoshi","Men","JPN","Japan","M","Bronze",36.204824,138.252924
"Beijing",2008,"Aquatics","Swimming","4x200m freestyle relay","LAGUNOV, Evgeniy","Men","RUS","Russia","M","Silver",61.52401,105.318756
"Beijing",2008,"Aquatics","Swimming","4x100m freestyle relay","WEBER-GALE, Garrett","Men","USA","United States","M","Gold",37.09024,-95.712891
"Beijing",2008,"Aquatics","Swimming","200m butterfly","LIU, Zige","Women","CHN","China","W","Gold",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","OVCHINNIKOVA, Elena","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","duet","MENGUAL, Gemma","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","ROMASHINA, Svetlana","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","SHORINA, Anna","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","FUENTES, Andrea","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","TIRADOS, Paola","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","LIU, Ou","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","ISHCHENKO, Natalia","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","GROMOVA, Maria","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","MORON, Gisela","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","JIANG, Tingting","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","duet","HARADA, Saho","Women","JPN","Japan","W","Bronze",36.204824,138.252924
"Beijing",2008,"Aquatics","Synchronized S.","team","HENRIQUEZ, Thais","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","RODRIGUEZ, Irina","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","KHASYANOVA, Elvira","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","CORRAL, Raquel","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","GU, Beibei","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","LOPEZ, Laura","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","KUZHELA, Olga","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","DAVYDOVA, Anastasia","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","MENGUAL, Gemma","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","duet","ERMAKOVA, Anastasia","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","duet","SUZUKI, Emiko","Women","JPN","Japan","W","Bronze",36.204824,138.252924
"Beijing",2008,"Aquatics","Synchronized S.","team","ZHANG, Xiaohuan","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","ERMAKOVA, Anastasia","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","WANG, Na","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","LUO, Xi","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","duet","DAVYDOVA, Anastasia","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Aquatics","Synchronized S.","team","SUN, Qiuting","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","CABELLO, Alba Maria","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Synchronized S.","team","JIANG, Wenwen","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","team","HUANG, Xuechen","Women","CHN","China","W","Bronze",35.86166,104.195397
"Beijing",2008,"Aquatics","Synchronized S.","duet","FUENTES, Andrea","Women","ESP","Spain","W","Silver",40.463667,-3.74922
"Beijing",2008,"Aquatics","Water polo","water polo","CABOUT, Mieke","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","GERGELY, Istvan","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","HIPP, Jaime","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","STEFFENS, Jessica","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","DE NOOY, Meike","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","FILIPOVIC, Filip","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","MOSES, Merrill","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","SMITH, Jesse","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","VAN DEN BERG, Gillian","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","SORO, Slobodan","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","WRIGHT, Adam","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","MERLO, Rick","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","HOSNYANSZKY, Norbert","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","MOLNAR, Tamas","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","SANTOROMITO, Mia","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","AZEVEDO, Tony","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","BEAUBIEN, Layne","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","RIPPON, Rebecca","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","BIROS, Peter","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","KOOT, Simone","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","WINDES, Elsie","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","GREGORKA, Alison","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","CUFFE, Nikita","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","CARDENAS, Patty","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","GOLDA, Natalie","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","VAN BELKUM, Iefke","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","MADARAS, Norbert","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","HUTTEN, Tim","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","SIJBRING, Alette","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","BENEDEK, Tibor","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","HAKHVERDIAN, Biurakn","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","VAN NORMAN, Moriah","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","CRAIG, Kami","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","GOCIC, Zivko","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","GUICHELAAR, Rianne","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","SMIT, Yasemin","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","HETZEL, Amy","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","PIJETLOVIC, Dusko","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","GOFERS, Taniele","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","PETRI, Heather","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","SZECSI, Zoltan","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","GYNTHER, Kate","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","SEFIK, Denis","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","PRLAINOVIC, Andrija","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","KLEIN, Noeki","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","SANTOROMITO, Jenna","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","VARGA, Tamas","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","HUDNUT, Peter","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","KNOX, Bronwen","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","SAVIC, Dejan","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","ARMSTRONG, Elizabeth","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","VARELLAS, Peter","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","RADJEN, Nikola","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","VAN DEN HAM, Marieke","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","KRUMPHOLZ, James","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","MCCORMACK, Alicia","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","KIS, Gabor","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","SAPIC, Aleksandar","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","VARGA, Daniel Rudolf","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","HAYES, Brittany","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","CIRIC, Aleksandar","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","KASAS, Tamas","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","FRASER, Suzie","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","RIPPON, Melissa","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","POWERS, Jeffrey","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","KNOX, Emma","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","VARGA, Denes Andor","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","VUJASINOVIC, Vladimir","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","DE BRUIJN, Danielle","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","BAILEY, Ryan","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","WENGER, Lauren","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","BEADSWORTH, Gemma","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Beijing",2008,"Aquatics","Water polo","water polo","PEKOVIC, Branko","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Aquatics","Water polo","water polo","BROOKS, Brandon","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","VILLA, Brenda","Women","USA","United States","W","Silver",37.09024,-95.712891
"Beijing",2008,"Aquatics","Water polo","water polo","VAN DER MEIJDEN, Ilse","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Beijing",2008,"Aquatics","Water polo","water polo","KISS, Gergely","Men","HUN","Hungary","M","Gold",47.162494,19.503304
"Beijing",2008,"Aquatics","Water polo","water polo","UDOVICIC, Vanja","Men","SRB","Serbia","M","Bronze",44.016521,21.005859
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","RUBAN, Viktor","Men","UKR","Ukraine","M","Gold",48.379433,31.16558
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","YUN, Ok-Hee","Women","KOR","Korea, South","W","Gold",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","NESPOLI, Mauro","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","XUE, Hai Feng","Men","CHN","China","M","Bronze",35.86166,104.195397
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","PARK, Sung-Hyun","Women","KOR","Korea, South","W","Silver",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","DI BUO', Ilario","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","ZHANG, Juan Juan","Women","CHN","China","W","Gold",35.86166,104.195397
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","JIANG, Lin","Men","CHN","China","M","Bronze",35.86166,104.195397
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","YUN, Ok-Hee","Women","KOR","Korea, South","W","Bronze",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","GUO, Dan","Women","CHN","China","W","Silver",35.86166,104.195397
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","ARNOLD, Virginie","Women","FRA","France","W","Bronze",46.227638,2.213749
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","PARK, Kyung-Mo","Men","KOR","Korea, South","M","Silver",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","CHEN, Ling","Women","CHN","China","W","Silver",35.86166,104.195397
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","GALIAZZO, Marco","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","LI, Wenquan","Men","CHN","China","M","Bronze",35.86166,104.195397
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","JOO, Hyun-Jung","Women","KOR","Korea, South","W","Gold",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","LEE, Chang-Hwan","Men","KOR","Korea, South","M","Gold",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","SCHUH, Berengere","Women","FRA","France","W","Bronze",46.227638,2.213749
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","IM, Dong-Hyun","Men","KOR","Korea, South","M","Gold",NA,NA
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","PARK, Kyung-Mo","Men","KOR","Korea, South","M","Gold",NA,NA
"Beijing",2008,"Archery","Archery","individual (FITA Olympic round - 70m)","BADENOV, Bair","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","ZHANG, Juan Juan","Women","CHN","China","W","Silver",35.86166,104.195397
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","DODEMONT, Sophie","Women","FRA","France","W","Bronze",46.227638,2.213749
"Beijing",2008,"Archery","Archery","team (FITA Olympic round - 70m)","PARK, Sung-Hyun","Women","KOR","Korea, South","W","Gold",NA,NA
"Beijing",2008,"Athletics","Athletics","100m","SIMPSON, Sherone","Women","JAM","Jamaica","W","Silver",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","4x400m relay","TAYLOR, Angelo","Men","USA","United States","M","Gold",37.09024,-95.712891
"Beijing",2008,"Athletics","Athletics","200m","CAMPBELL-BROWN, Veronica","Women","JAM","Jamaica","W","Gold",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","800m","BUNGEI, Wilfred","Men","KEN","Kenya","M","Gold",-0.023559,37.906193
"Beijing",2008,"Athletics","Athletics","4x100m relay","CARTER, Nesta","Men","JAM","Jamaica","M","Gold",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","javelin throw","KOVALS, Ainars","Men","LAT","Latvia","M","Silver",56.879635,24.603189
"Beijing",2008,"Athletics","Athletics","javelin throw","THORKILDSEN, Andreas","Men","NOR","Norway","M","Gold",60.472024,8.468946
"Beijing",2008,"Athletics","Athletics","400m hurdles","CLEMENT, Kerron","Men","USA","United States","M","Silver",37.09024,-95.712891
"Beijing",2008,"Athletics","Athletics","4x400m relay","KAPACHINSKAYA, Anastasia","Women","RUS","Russia","W","Silver",61.52401,105.318756
"Beijing",2008,"Athletics","Athletics","hammer throw","TSIKHAN, Ivan","Men","BLR","Belarus","M","Bronze",53.709807,27.953389
"Beijing",2008,"Athletics","Athletics","4x100m relay","FRATER, Michael","Men","JAM","Jamaica","M","Gold",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","4x400m relay","WILLIAMS, Novelene","Women","JAM","Jamaica","W","Bronze",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","heptathlon","DOBRYNSKA, Nataliia","Women","UKR","Ukraine","W","Gold",48.379433,31.16558
"Beijing",2008,"Athletics","Athletics","4x100m relay","OSAYOMI, Oludamola","Women","NGR","Nigeria","W","Bronze",9.081999,8.675277
"Beijing",2008,"Athletics","Athletics","50km walk","TALLENT, Jared","Men","AUS","Australia","M","Silver",-25.274398,133.775136
"Beijing",2008,"Athletics","Athletics","marathon","TOMESCU, Constantina","Women","ROU","Romania","W","Gold",45.943161,24.96676
"Beijing",2008,"Athletics","Athletics","200m","BOLT, Usain","Men","JAM","Jamaica","M","Gold",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","4x100m relay","POLYAKOVA, Evgeniya","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Beijing",2008,"Athletics","Athletics","4x400m relay","FELIX, Allyson","Women","USA","United States","W","Gold",37.09024,-95.712891
"Beijing",2008,"Athletics","Athletics","4x100m relay","POWELL, Asafa","Men","JAM","Jamaica","M","Gold",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","4x400m relay","LLOYD, Shereefa","Women","JAM","Jamaica","W","Bronze",18.109581,-77.297508
"Beijing",2008,"Athletics","Athletics","10000m","BEKELE, Kenenisa","Men","ETH","Ethiopia","M","Gold",9.145,40.489673
"Beijing",2008,"Athletics","Athletics","800m","YEGO, Alfred Kirwa","Men","KEN","Kenya","M","Bronze",-0.023559,37.906193
"Beijing",2008,"Athletics","Athletics","discus throw","BARRIOS, Yarelys","Women","CUB","Cuba","W","Silver",21.521757,-77.781167
"Beijing",2008,"Athletics","Athletics","triple jump","IDOWU, Phillips","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Beijing",2008,"Athletics","Athletics","100m hurdles","HARPER, Dawn","Women","USA","United States","W","Gold",37.09024,-95.712891
"Beijing",2008,"Athletics","Athletics","triple jump","LEBEDEVA, Tatyana","Women","RUS","Russia","W","Silver",61.52401,105.318756
"Beijing",2008,"Athletics","Athletics","1500m","TOBIAS, Nataliya","Women","UKR","Ukraine","W","Bronze",48.379433,31.16558
"Beijing",2008,"Athletics","Athletics","4x100m relay","CALLENDER, Emmanuel","Men","TRI","Trinidad and Tobago","M","Silver",10.691803,-61.222503
"Beijing",2008,"Athletics","Athletics","long jump","LEBEDEVA, Tatyana","Women","RUS","Russia","W","Silver",61.52401,105.318756
"Beijing",2008,"Athletics","Athletics","discus throw","ANTONOVA, Olena","Women","UKR","Ukraine","W","Bronze",48.379433,31.16558
