"City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal","latitude","longitude"
"Athens",2004,"Cycling","Cycling Road","individual road race","ARNDT, Judith","Women","GER","Germany","W","Silver",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Road","individual time trial","HAMILTON, Tyler","Men","USA","United States","M","Gold",37.09024,-95.712891
"Athens",2004,"Cycling","Cycling Road","individual time trial","DEMET-BARRY, Deirdre","Women","USA","United States","W","Silver",37.09024,-95.712891
"Athens",2004,"Cycling","Cycling Road","individual road race","CARRIGAN, Sara","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Road","individual road race","PAULINHO, Sergio","Men","POR","Portugal","M","Silver",39.399872,-8.224454
"Athens",2004,"Cycling","Cycling Road","individual time trial","JULICH, Bobby","Men","USA","United States","M","Bronze",37.09024,-95.712891
"Athens",2004,"Cycling","Cycling Road","individual road race","SLYUSAREVA, Olga","Women","RUS","Russia","W","Bronze",61.52401,105.318756
"Athens",2004,"Cycling","Cycling Road","individual time trial","ZIJLAARD-VAN MOORSEL, Leontien","Women","NED","Netherlands","W","Gold",52.132633,5.291266
"Athens",2004,"Cycling","Cycling Track","sprint","ABASSOVA, Tamilla","Women","RUS","Russia","W","Silver",61.52401,105.318756
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","HAYLES, Rob","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Keirin","KELLY, Shane","Men","AUS","Australia","M","Bronze",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","1km time trial","NIMKE, Stefan","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","Sprint indivual","WOLFF, Rene","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","individual pursuit","ZIJLAARD-VAN MOORSEL, Leontien","Women","NED","Netherlands","W","Bronze",52.132633,5.291266
"Athens",2004,"Cycling","Cycling Track","Madison","RISI, Bruno","Men","SUI","Switzerland","M","Silver",46.818188,8.227512
"Athens",2004,"Cycling","Cycling Track","Team Sprint","BOURGAIN, Mickael","Men","FRA","France","M","Bronze",46.227638,2.213749
"Athens",2004,"Cycling","Cycling Track","Team Sprint","INOUE, Masaki","Men","JPN","Japan","M","Silver",36.204824,138.252924
"Athens",2004,"Cycling","Cycling Track","Points Race","LLANERAS, Joan","Men","ESP","Spain","M","Silver",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","sprint","MEARES, Anna","Women","AUS","Australia","W","Bronze",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","sprint","MUENZER, Lori-Ann","Women","CAN","Canada","W","Gold",56.130366,-106.346771
"Athens",2004,"Cycling","Cycling Track","Points Race","IGNATYEV, Mikhail","Men","RUS","Russia","M","Gold",61.52401,105.318756
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","ROBERTS, Luke","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","MCGEE, Bradley","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Keirin","ESCUREDO, Jose","Men","ESP","Spain","M","Silver",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","Individual Pursuit","MCGEE, Bradley","Men","AUS","Australia","M","Silver",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","BROWN, Graeme","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","LANCASTER, Brett","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","WOOLDRIDGE, Stephen","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","500m time trial","MEARES, Anna","Women","AUS","Australia","W","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Sprint indivual","BOS, Theo","Men","NED","Netherlands","M","Silver",52.132633,5.291266
"Athens",2004,"Cycling","Cycling Track","1km time trial","HOY, Chris","Men","GBR","United Kingdom","M","Gold",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","WIGGINS, Bradley","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Sprint","GANE, Laurent","Men","FRA","France","M","Bronze",46.227638,2.213749
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","NEWTON, Chris","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","CUMMINGS, Stephen","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","MANNING, Paul","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","1km time trial","TOURNANT, Arnaud","Men","FRA","France","M","Silver",46.227638,2.213749
"Athens",2004,"Cycling","Cycling Track","Madison","BROWN, Graeme","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Madison","MARVULLI, Franco","Men","SUI","Switzerland","M","Silver",46.818188,8.227512
"Athens",2004,"Cycling","Cycling Track","Madison","WIGGINS, Bradley","Men","GBR","United Kingdom","M","Bronze",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Sprint","WOLFF, Rene","Men","GER","Germany","M","Gold",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","ESCOBAR, Sergi","Men","ESP","Spain","M","Bronze",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","individual pursuit","ULMER, Sarah","Women","NZL","New Zealand","W","Gold",-40.900557,174.885971
"Athens",2004,"Cycling","Cycling Track","Team Sprint","TOURNANT, Arnaud","Men","FRA","France","M","Bronze",46.227638,2.213749
"Athens",2004,"Cycling","Cycling Track","Points Race","FULST, Guido","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","MAEZTU, Asier","Men","ESP","Spain","M","Bronze",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","Individual Pursuit","WIGGINS, Bradley","Men","GBR","United Kingdom","M","Gold",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","Team Sprint","NIMKE, Stefan","Men","GER","Germany","M","Gold",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","points race","CALLE WILLIAMS, Maria Luisa","Women","COL","Colombia","W","Bronze",4.570868,-74.297333
"Athens",2004,"Cycling","Cycling Track","individual pursuit","MACTIER, Katie","Women","AUS","Australia","W","Silver",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Sprint","FIEDLER, Jens","Men","GER","Germany","M","Gold",51.165691,10.451526
"Athens",2004,"Cycling","Cycling Track","Individual Pursuit","ESCOBAR, Sergi","Men","ESP","Spain","M","Bronze",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","TORRENT, Carlos","Men","ESP","Spain","M","Bronze",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","Madison","O'GRADY, Stuart","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Sprint indivual","BAYLEY, Ryan","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Sprint","FUSHIMI, Toshiaki","Men","JPN","Japan","M","Silver",36.204824,138.252924
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","CASTANO, Carlos","Men","ESP","Spain","M","Bronze",40.463667,-3.74922
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","DAWSON, Peter","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","points race","GUERRERO MENDEZ, Belem","Women","MEX","Mexico","W","Silver",23.634501,-102.552784
"Athens",2004,"Cycling","Cycling Track","Team Sprint","NAGATSUKA, Tomohiro","Men","JPN","Japan","M","Silver",36.204824,138.252924
"Athens",2004,"Cycling","Cycling Track","Madison","HAYLES, Rob","Men","GBR","United Kingdom","M","Bronze",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","points race","SLYUSAREVA, Olga","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Athens",2004,"Cycling","Cycling Track","Keirin","BAYLEY, Ryan","Men","AUS","Australia","M","Gold",-25.274398,133.775136
"Athens",2004,"Cycling","Cycling Track","Team Pursuit (4000m)","STEEL, Bryan","Men","GBR","United Kingdom","M","Silver",55.378051,-3.435973
"Athens",2004,"Cycling","Cycling Track","500m time trial","TSYLINSKAYA, Natallia","Women","BLR","Belarus","W","Bronze",53.709807,27.953389
"Athens",2004,"Cycling","Cycling Track","500m time trial","JIANG, Yonghua","Women","CHN","China","W","Silver",35.86166,104.195397
"Athens",2004,"Cycling","Mountain Bike","cross-country","HERMIDA RAMOS, Jose Antonio","Men","ESP","Spain","M","Silver",40.463667,-3.74922
"Athens",2004,"Cycling","Mountain Bike","cross-country","DAHLE, Gunn-Rita","Women","NOR","Norway","W","Gold",60.472024,8.468946
"Athens",2004,"Cycling","Mountain Bike","cross-country","BRENTJENS, Bart","Men","NED","Netherlands","M","Bronze",52.132633,5.291266
"Athens",2004,"Cycling","Mountain Bike","cross-country","SPITZ, Sabine","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Cycling","Mountain Bike","cross-country","PREMONT, Marie-Helene","Women","CAN","Canada","W","Silver",56.130366,-106.346771
"Athens",2004,"Cycling","Mountain Bike","cross-country","ABSALON, Julien","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Dressage","team","SEIDEL, Guenter","Men","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Dressage","individual","FERRER-SALAT, Beatriz","Women","ESP","Spain","X","Bronze",40.463667,-3.74922
"Athens",2004,"Equestrian","Dressage","team","KEMMER, Heike","Women","GER","Germany","X","Gold",51.165691,10.451526
"Athens",2004,"Equestrian","Dressage","team","JIMENEZ, Juan Antonio","Men","ESP","Spain","X","Silver",40.463667,-3.74922
"Athens",2004,"Equestrian","Dressage","team","SALZGEBER, Ulla","Women","GER","Germany","X","Gold",51.165691,10.451526
"Athens",2004,"Equestrian","Dressage","team","SOTO, Rafael","Men","ESP","Spain","X","Silver",40.463667,-3.74922
"Athens",2004,"Equestrian","Dressage","team","MCDONALD, Debbie","Women","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Dressage","individual","SALZGEBER, Ulla","Women","GER","Germany","X","Silver",51.165691,10.451526
"Athens",2004,"Equestrian","Dressage","team","SCHMIDT, Hubertus","Men","GER","Germany","X","Gold",51.165691,10.451526
"Athens",2004,"Equestrian","Dressage","team","DOVER, Robert","Men","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Dressage","individual","VAN GRUNSVEN, Anky","Women","NED","Netherlands","X","Gold",52.132633,5.291266
"Athens",2004,"Equestrian","Dressage","team","RAMBLA, Ignacio","Men","ESP","Spain","X","Silver",40.463667,-3.74922
"Athens",2004,"Equestrian","Dressage","team","SCHAUDT, Martin","Men","GER","Germany","X","Gold",51.165691,10.451526
"Athens",2004,"Equestrian","Dressage","team","WILCOX, Lisa","Women","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Dressage","team","FERRER-SALAT, Beatriz","Women","ESP","Spain","X","Silver",40.463667,-3.74922
"Athens",2004,"Equestrian","Eventing","individual","LAW, Leslie","Men","GBR","United Kingdom","X","Gold",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","TOUZAINT, Nicolas","Men","FRA","France","X","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Eventing","team","TEULERE, Jean","Men","FRA","France","X","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Eventing","team","KING, Mary","Women","GBR","United Kingdom","X","Silver",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","WILLIAMS, John","Men","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Eventing","team","FUNNELL, Philippa","Women","GBR","United Kingdom","X","Silver",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","individual","FUNNELL, Philippa","Women","GBR","United Kingdom","X","Bronze",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","CHIACCHIA, Darren","Men","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Eventing","team","BOITEAU, Arnaud","Men","FRA","France","X","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Eventing","team","BRAKEWELL, Jeanette","Women","GBR","United Kingdom","X","Silver",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","TRYON, Amy","Women","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Eventing","team","RICHARDS, Julie","Women","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Eventing","team","FOX-PITT, William","Men","GBR","United Kingdom","X","Silver",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","LAW, Leslie","Men","GBR","United Kingdom","X","Silver",55.378051,-3.435973
"Athens",2004,"Equestrian","Eventing","team","LYARD, Cedric","Men","FRA","France","X","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Eventing","individual","SEVERSON, Kimberly","Women","USA","United States","X","Silver",37.09024,-95.712891
"Athens",2004,"Equestrian","Eventing","team","COURREGES, Didier","Men","FRA","France","X","Gold",46.227638,2.213749
"Athens",2004,"Equestrian","Eventing","team","SEVERSON, Kimberly","Women","USA","United States","X","Bronze",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","team","ERIKSSON, Peter","Men","SWE","Sweden","X","Silver",60.128161,18.643501
"Athens",2004,"Equestrian","Jumping","team","KAPPLER, Chris","Men","USA","United States","X","Gold",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","team","MADDEN, Beezie","Women","USA","United States","X","Gold",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","team","WARD, Mclain","Men","USA","United States","X","Gold",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","team","AHLMANN, Christian","Men","GER","Germany","X","Bronze",51.165691,10.451526
"Athens",2004,"Equestrian","Jumping","individual","KAPPLER, Chris","Men","USA","United States","X","Silver",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","team","BENGTSSON, Rolf-Goran","Men","SWE","Sweden","X","Silver",60.128161,18.643501
"Athens",2004,"Equestrian","Jumping","team","BECKER, Otto","Men","GER","Germany","X","Bronze",51.165691,10.451526
"Athens",2004,"Equestrian","Jumping","team","BARYARD, Malin","Women","SWE","Sweden","X","Silver",60.128161,18.643501
"Athens",2004,"Equestrian","Jumping","individual","PESSOA, Rodrigo","Men","BRA","Brazil","X","Gold",-14.235004,-51.92528
"Athens",2004,"Equestrian","Jumping","team","WYLDE, Peter","Men","USA","United States","X","Gold",37.09024,-95.712891
"Athens",2004,"Equestrian","Jumping","individual","KUTSCHER, Marco","Men","GER","Germany","X","Bronze",51.165691,10.451526
"Athens",2004,"Equestrian","Jumping","team","KUTSCHER, Marco","Men","GER","Germany","X","Bronze",51.165691,10.451526
"Athens",2004,"Equestrian","Jumping","team","FREDERICSON, Peder","Men","SWE","Sweden","X","Silver",60.128161,18.643501
"Athens",2004,"Fencing","Fencing","sabre team","TARANTINO, Luigi","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","foil team","GANEEV, Renal","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","OBRY, Hughes","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","foil individual","CASSARA, Andrea","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée individual","KOLOBKOV, Pavel","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","FLESSEL-COLOVIC, Laura","Women","FRA","France","W","Bronze",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","sabre team","CHARIKOV, Serguei","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","sabre team","DIATCHENKO, Alexei","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","HEIDEMANN, Britta","Women","GER","Germany","W","Silver",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","sabre individual","TRETIAK, Vladislav","Men","UKR","Ukraine","M","Bronze",48.379433,31.16558
"Athens",2004,"Fencing","Fencing","foil team","POZDNIAKOV, Viatcheslav","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","foil team","SANZO, Salvatore","Men","ITA","Italy","M","Gold",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée team","IMRE, Geza","Men","HUN","Hungary","M","Silver",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","sabre individual","JACOBSON, Sada","Women","USA","United States","W","Bronze",37.09024,-95.712891
"Athens",2004,"Fencing","Fencing","épée team","LOGOUNOVA, Tatiana","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","DANINTHE, Sarah","Women","FRA","France","W","Bronze",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","sabre individual","NEMCSIK, Zsolt","Men","HUN","Hungary","M","Silver",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","épée team","ERMAKOVA, Oxana","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","BOISSE, Eric","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","sabre individual","MONTANO, Aldo","Men","ITA","Italy","M","Gold",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée individual","WANG, Lei","Men","CHN","China","M","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","épée individual","NISIMA, Maureen","Women","FRA","France","W","Bronze",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","foil team","WU, Hanxiong","Men","CHN","China","M","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","sabre team","PILLET, Julien","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","foil team","VANNI, Simone","Men","ITA","Italy","M","Gold",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","sabre individual","ZAGUNIS, Mariel","Women","USA","United States","W","Gold",37.09024,-95.712891
"Athens",2004,"Fencing","Fencing","foil team","MOLTCHAN, Youri","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","foil individual","VEZZALI, Valentina","Women","ITA","Italy","W","Gold",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée team","KOVACS, Ivan","Men","HUN","Hungary","M","Silver",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","épée team","KIRALY PICOT, Hajnalka","Women","FRA","France","W","Bronze",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","sabre individual","TAN, Xue","Women","CHN","China","W","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","foil team","YE, Chong","Men","CHN","China","M","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","sabre team","YAKIMENKO, Alexey","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","AZNAVOURIAN, Karina","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","foil team","DONG, Zhaozhi","Men","CHN","China","M","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","épée team","SIVKOVA, Anna","Women","RUS","Russia","W","Gold",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","JEANNET, Jerome","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","foil team","CASSARA, Andrea","Men","ITA","Italy","M","Gold",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée team","FIEDLER, Joerg","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","épée team","BOCZKO, Gabor","Men","HUN","Hungary","M","Silver",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","sabre team","MONTANO, Aldo","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée team","JEANNET, Fabrice","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","foil individual","SANZO, Salvatore","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","épée team","STRIGEL, Daniel","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","foil individual","GRUCHALA, Sylwia","Women","POL","Poland","W","Bronze",51.919438,19.145136
"Athens",2004,"Fencing","Fencing","foil team","WANG, Haibin","Men","CHN","China","M","Silver",35.86166,104.195397
"Athens",2004,"Fencing","Fencing","épée team","DUPLITZER, Imke","Women","GER","Germany","W","Silver",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","épée team","NISIMA, Maureen","Women","FRA","France","W","Bronze",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","épée individual","FISCHER, Marcel","Men","SUI","Switzerland","M","Gold",46.818188,8.227512
"Athens",2004,"Fencing","Fencing","foil individual","TRILLINI, Giovanna","Women","ITA","Italy","W","Silver",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","foil team","NASSIBOULLINE, Rouslan","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","SCHMID, Sven","Men","GER","Germany","M","Bronze",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","sabre team","TOUYA, Damien","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","sabre team","PASTORE, Gianpiero","Men","ITA","Italy","M","Silver",41.87194,12.56738
"Athens",2004,"Fencing","Fencing","sabre team","TOUYA, Gael","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","épée individual","FLESSEL-COLOVIC, Laura","Women","FRA","France","W","Silver",46.227638,2.213749
"Athens",2004,"Fencing","Fencing","épée team","KULCSAR, Krisztian","Men","HUN","Hungary","M","Silver",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","sabre team","POZDNYAKOV, Stanislav","Men","RUS","Russia","M","Bronze",61.52401,105.318756
"Athens",2004,"Fencing","Fencing","épée team","BOKEL, Claudia","Women","GER","Germany","W","Silver",51.165691,10.451526
"Athens",2004,"Fencing","Fencing","épée individual","NAGY, Timea","Women","HUN","Hungary","W","Gold",47.162494,19.503304
"Athens",2004,"Fencing","Fencing","foil individual","GUYART, Brice","Men","FRA","France","M","Gold",46.227638,2.213749
"Athens",2004,"Football","Football","football","MORETTI, Emiliano","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Football","Football","football","GIMENEZ, Pablo","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","HINGST, Ariane","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","GONZALEZ, Julio","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","FAWCETT, Joy","Women","USA","United States","W","Gold",37.09024,-95.712891
"Athens",2004,"Football","Football","football","ESQUIVEL, Celso","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","MESTO, Giandomenico","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Football","Football","football","KELLY","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","ROTTENBERG, Silke","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","SAVIOLA, Javier","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","GONZALEZ, Luis","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","RODRIGUEZ, Clemente Juan","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","BACHOR, Isabell","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","DIAZ, Osvaldo","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","MINNERT, Sandra","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","CRISTIANE","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","ROSELI","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","JULIANA","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","BURDISSO, Nicolas","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","PINZI, Giampiero","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Football","Football","football","OMILADE, Navina","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","WIMBERSKY, Petra","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","TEVEZ, Carlos","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","AYALA, Roberto","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","MASCHERANO, Javier","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","FORMIGA","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","BAREIRO, Fredy","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","PRINZ, Birgit","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","WAMBACH, Abby","Women","USA","United States","W","Gold",37.09024,-95.712891
"Athens",2004,"Football","Football","football","BOXX, Shannon","Women","USA","United States","W","Gold",37.09024,-95.712891
"Athens",2004,"Football","Football","football","DONADEL, Marco","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Football","Football","football","GASBARRONI, Andrea","Men","ITA","Italy","M","Bronze",41.87194,12.56738
"Athens",2004,"Football","Football","football","DELGADO, Cesar","Men","ARG","Argentina","M","Gold",-38.416097,-63.616672
"Athens",2004,"Football","Football","football","WAGNER, Aly","Women","USA","United States","W","Gold",37.09024,-95.712891
"Athens",2004,"Football","Football","football","ENCISO, Julio Cesar","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","CARDOZO, Jose","Men","PAR","Paraguay","M","Silver",-23.442503,-58.443832
"Athens",2004,"Football","Football","football","WUNDERLICH, Pia","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","MAYCON","Women","BRA","Brazil","W","Silver",-14.235004,-51.92528
"Athens",2004,"Football","Football","football","POHLERS, Conny","Women","GER","Germany","W","Bronze",51.165691,10.451526
"Athens",2004,"Football","Football","football","PIRLO, Andrea","Men","ITA","Italy","M","Bronze",41.87194,12.56738
